levelId,Filename,Area_Name,Name,Pos,Rotate,Type,Destination,EntityID,FixedMonsterID
100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,night_thunderbug2,"3451.4624,804.44421,88.35936","1,0,0,0",MHMonsterSpawnPoint,,407,50160
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R6_2,"1350.9286,745.37195,61.803085","0.99756408,0,0,-0.069756366",MHMonsterSpawnPoint,,443,50070
100398;,level_003,,MHSpawnPoint122,"1270.7998,662.14447,48.90625","0.65605909,0,0,-0.75470954",MHMonsterSpawnPoint,,329,60060
100395;,level_003,,MHSpawnPoint92,"1292.4844,659.50256,48.9375","1,0,0,0",MHMonsterSpawnPoint,,392,50070
,level_003,,DM_R4_CommonPoint10,"2981.9028,3376.8596,63.995613","1,0,0,0",MHMonsterSpawnPoint,,88,0
603001;,level_003,,MHSpawnPoint162,"1358.1633,748.14966,62.024185","0.99965733,0,0,0.026177349",MHMonsterSpawnPoint,,307,50070
403005;100303;100302;100301;,level_003,,MHSpawnPoint63,"1362.5182,765.74554,61.88409","0.14780948,0,0,0.98901588",MHMonsterSpawnPoint,,413,0
,level_003,,DM_R7_CommonPoint10,"1305.7208,653.45508,48.9375","1,0,0,0",MHMonsterSpawnPoint,,95,0
100394;,level_003,,MHSpawnPoint_100393,"1371.9293,765.03851,64.284698","1,0,0,0",MHMonsterSpawnPoint,,339,0
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint80,"658.27014,3136.7573,83.9375","1,0,0,0",MHMonsterSpawnPoint,,464,50070
,level_003,,DM_R7_CommonPoint4,"1291.1342,661.82904,48.9375","1,0,0,0",MHMonsterSpawnPoint,,108,0
403005;100303;100302;100301;,level_003,,MHSpawnPoint62,"1350.8641,756.00787,61.78125","0.14780948,0,0,0.98901588",MHMonsterSpawnPoint,,414,0
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint32,"1272.7617,656.75836,48.90625","1,0,0,0",MHMonsterSpawnPoint,,474,50190
100391;,level_003,,MHSpawnPoint89,"1281.3088,672.41687,49.9375","1,0,0,0",MHMonsterSpawnPoint,,361,0
603001;,level_003,,MHSpawnPoint165,"1329.3889,656.75604,49.283844","0.86162937,0,0,-0.50753802",MHMonsterSpawnPoint,,306,50190
,level_003,,DM_R4_CommonPoint6,"2999.2114,3371.3931,63.8125","1,0,0,0",MHMonsterSpawnPoint,,111,0
100359;,level_003,,DM_100359_Spawner2,"1274.6521,686.22412,48.9375","0.74895573,0,0,-0.66262007",MHMonsterSpawnPoint,,89,60060
603001;,level_003,,MHSpawnPoint160,"657.07208,3141.5581,84.137085","0.93358052,0,0,-0.35836777",MHMonsterSpawnPoint,,305,50070
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint8,"3007.2844,3400.5439,64.936836","1,0,0,0",MHMonsterSpawnPoint,,473,50150
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R6_5,"1362.056,781.83032,62.016796","0.27563718,0,0,0.96126175",MHMonsterSpawnPoint,,444,50070
,level_003,,DM_R6_CommonPoint3,"1358.5128,757.6012,61.675037","1,0,0,0",MHMonsterSpawnPoint,,112,0
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R6_3,"1345.3503,778.31134,62.006157","0.55919307,0,0,-0.82903743",MHMonsterSpawnPoint,,445,50070
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint3,"682.83777,3149.3279,84.239861","1,0,0,0",MHMonsterSpawnPoint,,472,0
403401;100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,AIROU_3,"3445.0779,809.16943,87.054207","0.53729957,0,0,-0.84339148",MHMonsterSpawnPoint,,398,50100
100397;,level_003,,MHSpawnPoint114,"1374.2081,743.53851,61.442657","0.98162717,0,0,0.1908091",MHMonsterSpawnPoint,,287,50070
,level_003,,MHSpawnPoint_supplyBox,"804.82379,3172.7712,93.715775","0.98325491,0,0,-0.18223548",MHMonsterSpawnPoint,,243,39004
603001;,level_003,,MHSpawnPoint155,"3000.7141,3400.522,64.76226","0.58778495,0,0,0.80901724",MHMonsterSpawnPoint,,304,50070
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SandRockDragon_R4_2,"3014.5916,3377.3928,63.888412","0.87461972,0,0,0.48480958",MHMonsterSpawnPoint,,446,0
100395;,level_003,,MHSpawnPoint100,"1358.6306,678.13031,48.9375","1,0,0,0",MHMonsterSpawnPoint,,390,50190
,level_003,,DM_R3_CommonPoint3,"510.013,1921.6818,36.334213","1,0,0,0",MHMonsterSpawnPoint,,119,0
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R7_4,"1375.9537,683.96802,49.037579","0.83388591,0,0,-0.55193686",MHMonsterSpawnPoint,,447,50190
,level_003,,DM_R4_CommonPoint5,"2989.4263,3382.8369,64.065063","1,0,0,0",MHMonsterSpawnPoint,,117,0
,level_003,,DM_R3_CommonPoint8,"514.66809,1903.8351,36.3125","1,0,0,0",MHMonsterSpawnPoint,,115,0
100392;,level_003,,MHSpawnPoint_100392,"1251.4346,661.56897,49.90625","0.79863548,0,0,-0.60181504",MHMonsterSpawnPoint,,353,0
100397;,level_003,,MHSpawnPoint119,"1374.9844,744.90265,61.355103","0.98162717,0,0,0.1908091",MHMonsterSpawnPoint,,286,60060
,level_003,,DM_R3_CommonPoint9,"504.29904,1891.2734,36.3125","1,0,0,0",MHMonsterSpawnPoint,,105,0
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R5_3,"681.07751,3159.6909,84.115585","0.22495088,0,0,0.97437012",MHMonsterSpawnPoint,,448,50070
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint74,"3016.4421,3388.384,63.875","0.5877853,0,0,0.809017",MHMonsterSpawnPoint,,463,50050
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint87,"497.57611,1933.8639,36.3125","1,0,0,0",MHMonsterSpawnPoint,,462,50070
,level_003,,DM_R3_CommonPoint6,"509.44528,1930.7925,36.3125","1,0,0,0",MHMonsterSpawnPoint,,104,0
100398;,level_003,,MHSpawnPoint128,"1356.5873,753.59784,61.8125","0.58778518,0,0,-0.809017",MHMonsterSpawnPoint,,328,50070
100395;,level_003,,MHSpawnPoint93,"1299.6598,648.73999,48.9375","1,0,0,0",MHMonsterSpawnPoint,,389,50070
100397;,level_003,,MHSpawnPoint112,"1350.2714,788.05945,61.834557","-0.23344541,0,0,0.97236991",MHMonsterSpawnPoint,,285,50070
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R1_1,"3476.7617,810.98993,95.243431","1,0,0,0",MHMonsterSpawnPoint,,449,50150
100393;,level_003,,MHSpawnPoint_SL_1,"1287.343,668.17822,48.9375","1,0,0,0",MHMonsterSpawnPoint,,348,50190
,level_003,,DM_R3_CommonPoint10,"498.27069,1899.6088,36.3125","1,0,0,0",MHMonsterSpawnPoint,,138,0
403401;100344;100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,MHSpawnPoint50,"505.18176,1911.8623,36.070328","0.53729957,0,0,0.84339148",MHMonsterSpawnPoint,,402,50070
,level_003,,DM_R4_CommonPoint8,"3002.8826,3385.5901,63.96875","1,0,0,0",MHMonsterSpawnPoint,,137,0
100396;,level_003,,MHSpawnPoint105,"2976.7305,3406.0352,64.3125","-0.46947172,0,0,0.8829475",MHMonsterSpawnPoint,,363,60090
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint85,"1351.0736,762.31738,61.78125","1,0,0,0",MHMonsterSpawnPoint,,461,50070
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint84,"1294.4847,648.01941,48.9375","1,0,0,0",MHMonsterSpawnPoint,,460,50070
603001;,level_003,,MHSpawnPoint153,"3476.3645,810.83887,94.553955","0.034899376,0,0,0.99939084",MHMonsterSpawnPoint,,303,50150
403010;403004;100333;100332;100331;,level_003,,MHSpawnPoint13,"1365.9423,670.85187,48.9375","1,0,0,0",MHMonsterSpawnPoint,,495,50190
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint76,"2982.0864,3398.8894,64.310989","0.5877853,0,0,0.809017",MHMonsterSpawnPoint,,506,50050
100397;,level_003,,MHSpawnPoint118,"1373.2089,744.51202,61.442657","0.98162717,0,0,0.1908091",MHMonsterSpawnPoint,,284,50070
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SandRockDragon_R6_2,"1333.0703,764.04346,61.808136","0.6946584,0,0,-0.71933979",MHMonsterSpawnPoint,,450,0
100397;,level_003,,MHSpawnPoint110,"1376.3966,746.0907,61.573635","0.98162717,0,0,0.1908091",MHMonsterSpawnPoint,,283,50070
100398;,level_003,,MHSpawnPoint130,"1367.8788,769.76349,62.003601","0.7132504,0,0,-0.70090932",MHMonsterSpawnPoint,,327,50070
300301;,level_003,,MHSpawnPoint134,"3469.4561,801.43274,89.58551","1,0,0,0",MHMonsterSpawnPoint,,186,50150
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint78,"3478.2437,812.75769,94.907211","1,0,0,0",MHMonsterSpawnPoint,,507,50150
,level_003,,DM_R6_CommonPoint9,"1365.3656,743.61456,61.6875","1,0,0,0",MHMonsterSpawnPoint,,134,0
603001;,level_003,,MHSpawnPoint164,"1284.9935,658.75696,49.159142","0.52249885,0,0,-0.85263997",MHMonsterSpawnPoint,,302,50190
,level_003,,DM_R4_CommonPoint7,"3019.5942,3397.2959,64.018494","1,0,0,0",MHMonsterSpawnPoint,,133,0
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint18,"663.51398,3146.3025,83.90712","0.9426415,-0,0,-0.3338069",MHMonsterSpawnPoint,,471,50150
100398;,level_003,,MHSpawnPoint129,"1368.2992,766.54901,62.05315","0.12186944,0,0,0.99254614",MHMonsterSpawnPoint,,326,50070
,level_003,,DM_R7_CommonPoint6,"1297.7023,643.57336,48.9375","1,0,0,0",MHMonsterSpawnPoint,,130,0
403005;100303;100302;100301;,level_003,,MHSpawnPoint60,"1275.7972,664.56763,48.90625","0.88701081,0,0,-0.46174863",MHMonsterSpawnPoint,,416,50070
403005;100303;100302;100301;,level_003,,MHSpawnPoint59,"1298.6177,668.69305,48.9375","0.14780948,0,0,0.98901588",MHMonsterSpawnPoint,,417,50070
403401;100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,AIROU_2,"3455.8406,811.31641,88.453606","-0.0087265614,0,0,0.99996191",MHMonsterSpawnPoint,,397,50100
,level_003,,DM_R6_CommonPoint4,"1350.89,752.95502,61.807655","1,0,0,0",MHMonsterSpawnPoint,,126,0
100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,MEROU_2,"3446.5068,804.80261,87.085716","0.78260833,0,0,-0.62251443",MHMonsterSpawnPoint,,406,50110
100398;,level_003,,MHSpawnPoint131,"1276.5911,660.15442,48.90625","0.70710671,0,0,-0.70710683",MHMonsterSpawnPoint,,325,50070
,level_003,,DM_R6_CommonPoint8,"1356.0525,742.77228,61.65789","1,0,0,0",MHMonsterSpawnPoint,,123,0
,level_003,,DM_R5_CommonPoint9,"645.54004,3146.0361,83.9375","1,0,0,0",MHMonsterSpawnPoint,,79,0
100397;,level_003,,MHSpawnPoint116,"1349.6299,789.32294,61.728146","-0.23344541,0,0,0.97236991",MHMonsterSpawnPoint,,282,50070
100398;,level_003,,MHSpawnPoint125,"1277.2563,663.25061,48.90625","0.70710671,0,0,-0.70710683",MHMonsterSpawnPoint,,323,50070
300301;,level_003,,MHSpawnPoint144,"1307.0627,667.47321,48.96875","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,188,50190
403010;403004;100333;100332;100331;,level_003,,MHSpawnPoint6,"686.12396,3158.2068,83.9375","1,0,0,0",MHMonsterSpawnPoint,,500,50050
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R4_1,"2995.8147,3394.4946,64.343414","1,0,0,0",MHMonsterSpawnPoint,,451,50130
,level_003,,DM_R6_CommonPoint7,"1360.3737,749.73236,61.680874","1,0,0,0",MHMonsterSpawnPoint,,77,0
300301;,level_003,,MHSpawnPoint143,"1352.7007,769.69702,61.553032","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,190,50070
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint64,"3011.3989,3385.4592,64.49659","1,0,0,0",MHMonsterSpawnPoint,,470,50150
403005;100303;100302;100301;,level_003,,MHSpawnPoint17,"1361.522,757.04352,61.389938","1,0,0,0",MHMonsterSpawnPoint,,418,0
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint16,"1373.1025,764.35168,61.882778","1,0,0,0",MHMonsterSpawnPoint,,469,50070
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R7_2,"1311.6632,649.37018,49.186039","0.83388591,0,0,-0.55193686",MHMonsterSpawnPoint,,452,50190
300301;,level_003,,MHSpawnPoint136,"3007.5962,3372.9644,63.8125","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,191,50130
300301;,level_003,,MHSpawnPoint140,"677.72369,3141.7649,83.9375","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,192,50070
300301;,level_003,,MHSpawnPoint147,"515.81122,1943.1079,36.3125","1,0,0,0",MHMonsterSpawnPoint,,193,50130
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R6_1,"1369.3711,764.57129,62.197739","0.49999979,0,0,0.86602551",MHMonsterSpawnPoint,,453,50070
,level_003,,PC_CatFood_Cooker,"809.67932,3171.082,93.927383","0.78260815,0,0,-0.62251461",MHMonsterSpawnPoint,,459,33343
,level_003,,DM_R6_CommonPoint1,"1353.3589,768.21973,61.78125","1,0,0,0",MHMonsterSpawnPoint,,76,0
100397;,level_003,,MHSpawnPoint109,"1372.3676,745.7157,61.573635","0.98162717,0,0,0.1908091",MHMonsterSpawnPoint,,281,50070
,level_003,,DM_R7_CommonPoint2,"1297.1279,656.89032,48.9375","1,0,0,0",MHMonsterSpawnPoint,,75,0
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint83,"1374.5444,669.71027,48.9375","1,0,0,0",MHMonsterSpawnPoint,,505,50070
100395;,level_003,,MHSpawnPoint104,"1332.6384,664.61755,48.9375","0.64944804,0,0,-0.76040596",MHMonsterSpawnPoint,,382,60110
100398;,level_003,,MHSpawnPoint123,"1270.7062,656.05078,48.90625","0.70710671,0,0,-0.70710683",MHMonsterSpawnPoint,,322,50070
403005;100303;100302;100301;,level_003,,MHSpawnPoint58,"1380.8866,671.90356,48.9375","1,0,0,0",MHMonsterSpawnPoint,,419,50070
603001;,level_003,,MHSpawnPoint157,"3001.7568,3370.1033,64.609726","0.99862951,0,0,0.052336406",MHMonsterSpawnPoint,,301,50070
603001;,level_003,,MHSpawnPoint168,"505.65295,1916.4805,37.096169","0.99984771,0,0,0.017453009",MHMonsterSpawnPoint,,490,50130
603001;,level_003,,MHSpawnPoint167,"501.87469,1934.0417,36.981937","0.0087259766,0,0,0.99996191",MHMonsterSpawnPoint,,489,50130
300301;,level_003,,MHSpawnPoint146,"1322.2247,642.29266,48.9375","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,194,50190
100393;,level_003,,MHSpawnPoint_SL_2,"1295.1235,640.37067,48.952942","1,0,0,0",MHMonsterSpawnPoint,,346,50190
603001;,level_003,,MHSpawnPoint166,"1371.8845,677.2702,49.512054","0.65605861,0,0,0.7547099",MHMonsterSpawnPoint,,488,50190
403010;403004;100333;100332;100331;,level_003,,MHSpawnPoint30,"3005.3035,3369.8552,63.8125","1,0,0,0",MHMonsterSpawnPoint,,502,50050
,level_003,,DM_R4_CommonPoint9,"2982.4636,3397.4326,64.25","1,0,0,0",MHMonsterSpawnPoint,,74,0
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SandRockDragon_R6_1,"1366.4296,764.82147,62.103886","0.7313537,0,0,0.68199843",MHMonsterSpawnPoint,,454,0
300301;,level_003,,MHSpawnPoint148,"501.32663,1919.9198,36.3125","1,0,0,0",MHMonsterSpawnPoint,,197,50130
603001;,level_003,,MHSpawnPoint163,"1339.4645,773.78497,61.896397","0.52249885,0,0,-0.85263997",MHMonsterSpawnPoint,,487,50070
300301;,level_003,,MHSpawnPoint138,"665.74805,3145.8738,83.9375","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,199,50070
,level_003,,DM_R7_CommonPoint5,"1289.3955,648.73651,48.9375","1,0,0,0",MHMonsterSpawnPoint,,72,0
403010;403004;100333;100332;100331;,level_003,,MHSpawnPoint1,"1319.009,651.31689,48.9375","1,0,0,0",MHMonsterSpawnPoint,,503,0
,level_003,,DM_R5_CommonPoint10,"687.24786,3141.561,83.922012","1,0,0,0",MHMonsterSpawnPoint,,69,0
,level_003,,DM_R4_CommonPoint2,"2989.0261,3392.5574,64.284836","1,0,0,0",MHMonsterSpawnPoint,,68,0
403010;403004;100333;100332;100331;,level_003,,MHSpawnPoint46,"1310.6414,641.18201,48.9375","0.78801078,0,0,0.6156615",MHMonsterSpawnPoint,,504,50190
100393;,level_003,,MHSpawnPoint_SL_4,"1381.2822,681.41534,48.9375","1,0,0,0",MHMonsterSpawnPoint,,345,50190
403010;403004;100333;100332;100331;,level_003,,MHSpawnPoint57,"1366.9448,754.24646,61.760414","0.8571673,0,0,0.51503807",MHMonsterSpawnPoint,,508,50190
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SandRockDragon_R5_2,"681.16064,3150.7407,84.213158","0.64278758,0,0,0.7660445",MHMonsterSpawnPoint,,455,0
,level_003,,DM_R5_CommonPoint7,"671.26672,3145.6907,83.875","1,0,0,0",MHMonsterSpawnPoint,,66,0
,level_003,,DM_R6_CommonPoint5,"1367.7549,769.1261,62.023369","1,0,0,0",MHMonsterSpawnPoint,,64,0
603001;,level_003,,MHSpawnPoint158,"685.24756,3145.3989,84.455589","0.68835425,0,0,0.72537464",MHMonsterSpawnPoint,,486,50070
100397;,level_003,,MHSpawnPoint120,"1351.9296,788.58936,61.670025","-0.19080916,0,0,0.98162717",MHMonsterSpawnPoint,,279,60060
,level_003,,DM_R4_CommonPoint3,"2981.8677,3387.9961,64.11673","1,0,0,0",MHMonsterSpawnPoint,,62,0
100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,MEROU_3,"3461.2598,801.17651,88.652237","0.99965733,0,0,0.026177309",MHMonsterSpawnPoint,,405,50110
300301;,level_003,,ShiledCrab,"1345.2581,769.55853,61.78125","1,0,0,0",MHMonsterSpawnPoint,,203,60100
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R7_1,"1281.5417,680.08716,49.144455","0.55919307,0,0,-0.82903743",MHMonsterSpawnPoint,,456,50190
,level_003,,DM_R3_CommonPoint1,"498.27271,1922.6279,36.3125","1,0,0,0",MHMonsterSpawnPoint,,61,0
300301;,level_003,,MHSpawnPoint137,"2989.4395,3406.3494,64.5625","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,205,50130
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint77,"3468.3176,801.73816,89.562836","1,0,0,0",MHMonsterSpawnPoint,,501,50150
,level_003,,DM_R4_CommonPoint1,"3014.6179,3359.6685,63.75","1,0,0,0",MHMonsterSpawnPoint,,97,0
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint81,"684.50763,3137.9351,83.9375","1,0,0,0",MHMonsterSpawnPoint,,499,50070
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SandRockDragon_R5_1,"664.03577,3143.9243,83.962357","1,0,0,0",MHMonsterSpawnPoint,,457,0
100359;,level_003,,DM_100359_Spawner1,"1255.1667,654.96613,48.9375","0.74895573,0,0,-0.66262007",MHMonsterSpawnPoint,,131,60060
403005;100303;100302;100301;,level_003,,MHSpawnPoint61,"1336.5919,765.82465,61.75","0.14780948,0,0,0.98901588",MHMonsterSpawnPoint,,420,0
300301;,level_003,,MHSpawnPoint149,"512.33826,1918.8539,36.3125","1,0,0,0",MHMonsterSpawnPoint,,142,50130
403401;100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,AIROU_1,"3459.1333,802.47668,88.245285","1,0,0,0",MHMonsterSpawnPoint,,396,50100
,level_003,,DM_R7_CommonPoint3,"1303.5924,658.21991,48.9375","1,0,0,0",MHMonsterSpawnPoint,,93,0
,level_003,,DM_R5_CommonPoint3,"653.453,3149.8828,83.875","1,0,0,0",MHMonsterSpawnPoint,,92,0
,level_003,,DM_R5_CommonPoint8,"681.94745,3153.613,84.125","1,0,0,0",MHMonsterSpawnPoint,,90,0
100392;,level_003,,100392_BossSpawner,"1265.8214,666.16949,63.656597","1,0,0,0",MHMonsterSpawnPoint,,351,60090
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint75,"3010.4751,3354.0901,63.8125","0.5877853,0,0,0.809017",MHMonsterSpawnPoint,,498,50050
100397;,level_003,,MHSpawnPoint111,"1354.3004,788.43445,61.821888","-0.23344541,0,0,0.97236991",MHMonsterSpawnPoint,,278,50070
603001;,level_003,,MHSpawnPoint156,"3019.574,3384.7214,64.05986","0.96592569,0,0,0.25881949",MHMonsterSpawnPoint,,485,50070
,level_003,,DM_R5_CommonPoint5,"668.66174,3152.0266,83.9375","1,0,0,0",MHMonsterSpawnPoint,,87,0
300301;,level_003,,MHSpawnPoint139,"670.35193,3160.2153,83.9375","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,144,50070
100393;,level_003,,MHSpawnPoint_SL_5,"1360.136,665.83423,48.9375","1,0,0,0",MHMonsterSpawnPoint,,344,50190
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint31,"1354.1312,657.62897,48.9375","0.78801078,0,0,0.6156615",MHMonsterSpawnPoint,,467,50190
100396;,level_003,,MHSpawnPoint121,"3017.2646,3352.377,63.785614","0.96126157,0,0,0.27563772",MHMonsterSpawnPoint,,292,60090
,level_003,,DM_R3_CommonPoint4,"492.66797,1930.7186,36.3125","1,0,0,0",MHMonsterSpawnPoint,,86,0
,level_003,,BattleSupplyCat,"811.83893,3169.0046,94.18663","0.96126169,0,0,-0.27563742",MHMonsterSpawnPoint,,458,33323
100397;,level_003,,MHSpawnPoint117,"1377.2379,744.88702,60.835938","0.98162717,0,0,0.1908091",MHMonsterSpawnPoint,,276,50070
,level_003,,DM_R5_CommonPoint4,"648.80267,3155.1001,83.875","1,0,0,0",MHMonsterSpawnPoint,,85,0
403005;100303;100302;100301;,level_003,,MHSpawnPoint20,"678.15503,3146.1108,84.09816","-0.45399049,0,0,0.89100653",MHMonsterSpawnPoint,,421,50070
100397;,level_003,,MHSpawnPoint108,"1350.5359,787.28094,61.830154","-0.23344541,0,0,0.97236991",MHMonsterSpawnPoint,,275,50070
100397;,level_003,,MHSpawnPoint115,"1353.6589,789.69794,61.604492","-0.23344541,0,0,0.97236991",MHMonsterSpawnPoint,,274,50070
100395;,level_003,,MHSpawnPoint95,"1359.7224,673.41687,48.9375","1,0,0,0",MHMonsterSpawnPoint,,377,50070
,level_003,,DM_R3_CommonPoint5,"487.99411,1910.3969,36.3125","1,0,0,0",MHMonsterSpawnPoint,,84,0
100395;,level_003,,MHSpawnPoint103,"1269.149,682.83051,48.9375","-0.19936796,0,0,0.97992468",MHMonsterSpawnPoint,,376,60060
,level_003,,DM_R7_CommonPoint7,"1303.3313,642.67004,48.9375","1,0,0,0",MHMonsterSpawnPoint,,83,0
300301;,level_003,,MHSpawnPoint142,"1361.302,757.74268,61.398209","0.60181504,0,0,-0.79863548",MHMonsterSpawnPoint,,147,50070
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint82,"1363.5686,682.32739,48.9375","1,0,0,0",MHMonsterSpawnPoint,,496,50070
403009;403003;100323;100322;100321;,level_003,,MHSpawnPointsandbird_04,"3003.5955,3387.4736,63.981392","1,0,0,0",MHMonsterSpawnPoint,,491,0
100395;,level_003,,MHSpawnPoint101,"1371.1184,682.53772,48.9375","1,0,0,0",MHMonsterSpawnPoint,,375,50190
100398;,level_003,,MHSpawnPoint127,"1360.5571,753.4176,61.550999","0.51503813,0,0,0.85716724",MHMonsterSpawnPoint,,320,50070
100395;,level_003,,MHSpawnPoint97,"1281.1914,664.65601,48.9375","1,0,0,0",MHMonsterSpawnPoint,,374,50190
,level_003,,DM_R4_CommonPoint4,"2993.7515,3401.8293,64.5625","1,0,0,0",MHMonsterSpawnPoint,,82,0
403005;100303;100302;100301;,level_003,,MHSpawnPoint21,"662.85059,3141.8977,83.875","0.55193698,0,0,0.83388585",MHMonsterSpawnPoint,,422,50070
403009;403003;100323;100322;100321;,level_003,,MHSpawnPoint86,"1363.4358,760.43884,61.71875","0.96592581,0,0,0.25881904",MHMonsterSpawnPoint,,492,50070
,level_003,,DM_R6_CommonPoint10,"1370.9531,750.97333,61.594582","1,0,0,0",MHMonsterSpawnPoint,,437,0
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R7_3,"1368.496,669.54279,49.203869","0.83388591,0,0,-0.55193686",MHMonsterSpawnPoint,,431,50190
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R4_2,"3023.8823,3384.3923,63.96875","1,0,0,0",MHMonsterSpawnPoint,,432,50130
100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,night_thunderbug6,"508.71747,1906.5536,36.3125","1,0,0,0",MHMonsterSpawnPoint,,404,50160
603001;,level_003,,MHSpawnPoint159,"657.18091,3160.4688,84.116386","-0.28401572,0,0,0.95881963",MHMonsterSpawnPoint,,484,50070
403011;403007;403006;403001;100344;100343;100342;100341;,level_003,,SmallMonster_R5_1,"656.67847,3152.6873,84.072632","1,0,0,0",MHMonsterSpawnPoint,,433,50070
100398;,level_003,,MHSpawnPoint126,"1274.662,667.47437,48.90625","0.65605909,0,0,-0.75470954",MHMonsterSpawnPoint,,319,50070
403008;403002;100313;100312;100311;,level_003,,MHSpawnPoint15,"1365.5079,760.82593,61.760426","0.99813479,0,0,-0.061048541",MHMonsterSpawnPoint,,466,50070
403010;403004;100333;100332;100331;,level_003,,MHSpawnPoint11,"3022.4431,3377.9004,63.90625","1,0,0,0",MHMonsterSpawnPoint,,409,50050
100359;,level_003,,DM_100359_Spawner3,"1379.9198,679.79236,48.9375","0.64278752,0,0,0.7660445",MHMonsterSpawnPoint,,118,60060
,level_003,,DM_R6_CommonPoint6,"1369.0559,759.03003,61.750938","1,0,0,0",MHMonsterSpawnPoint,,436,0
100395;,level_003,,MHSpawnPoint96,"1377.1335,672.13214,48.9375","1,0,0,0",MHMonsterSpawnPoint,,372,50070
403401;100344;100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,MHSpawnPoint49,"506.24136,1928.929,36.150154","0.53729957,0,0,0.84339148",MHMonsterSpawnPoint,,401,50070
403401;100344;100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,MHSpawnPoint48,"488.85114,1923.6704,36.005852","0.53729957,0,0,0.84339148",MHMonsterSpawnPoint,,400,50070
100393;,level_003,,MHSpawnPoint91,"1285.8633,674.42102,48.047359","1,0,0,0",MHMonsterSpawnPoint,,342,0
403401;100344;100333;100332;100331;100323;100322;100321;100313;100312;100311;100303;100302;100301;,level_003,,Distant301,"497.56348,1874.8822,36.3125","1,0,0,0",MHMonsterSpawnPoint,,399,0
,level_003,,DM_R7_CommonPoint9,"1312.7966,653.01349,48.9375","1,0,0,0",MHMonsterSpawnPoint,,434,0
